ID,timestamp,Blink Rate,Yawning Rate,PERCLOS,SDLP,Steering Entropy,Lane Keeping Ratio,Lane Departure Frequency,SRR,SAV,CF,SF,LF,fan,music,vibration,reason
50,2025-06-12T20:10:08.541696,10.43,0,4.23,15.98,0.77,0.15,1.63,12.92,3.6,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
51,2025-06-12T20:10:08.541704,14.42,0,9.47,19.2,0.05,0.34,0.74,3.22,1.27,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
52,2025-06-12T20:10:08.541714,13.81,0,4.23,13.04,0.18,0.09,2.33,14.37,1.69,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
53,2025-06-12T20:10:08.541722,11.68,0,14.38,8.7,0.18,0.09,1.37,12.18,3.4,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
54,2025-06-12T20:10:08.541732,11.82,0,6.99,18.12,0.76,0.63,2.11,3.87,3.08,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
55,2025-06-12T20:10:08.541740,13.9,0,0.99,8.95,0.59,0.07,1.78,13.67,1.56,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
56,2025-06-12T20:10:08.541747,13,0,14.74,14.33,0.14,0.1,1.38,9.53,2.85,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
57,2025-06-12T20:10:08.541755,11.98,0,10.48,7.83,0.22,0.31,0.72,13.59,3.9,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
58,2025-06-12T20:10:08.541765,13.56,0,3.68,9.5,0.18,0.6,1.55,10,2.9,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
59,2025-06-12T20:10:08.541774,10.52,0,5.52,9.37,0.79,0.32,0.96,6.13,1.05,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
60,2025-06-12T20:10:08.541782,14.3,0,4.55,5.98,0.73,0.21,1.24,7.43,2.42,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
61,2025-06-12T20:10:08.541790,11.46,0,9.64,1.97,0.8,0.53,0.51,4.52,3.08,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
62,2025-06-12T20:10:08.541799,11.4,0,7.87,4.42,0.27,0.62,2.14,13.58,2.7,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
63,2025-06-12T20:10:08.541807,13.92,0,13.84,3.97,0.39,0.12,2,4.98,1.74,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
64,2025-06-12T20:10:08.541818,14.4,0,11.74,14.1,0.75,0.57,1.61,2.19,3.64,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
65,2025-06-12T20:10:08.541827,14.59,0,0.36,19.79,0.17,0.03,1.28,7.42,3.33,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
66,2025-06-12T20:10:08.541836,11.83,0,0.28,17.63,0.79,0.05,2.16,1.99,3.43,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
67,2025-06-12T20:10:08.541844,11.97,0,1.71,14.51,0.37,0.59,0.93,3.65,3.82,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
68,2025-06-12T20:10:08.541852,12.6,0,15,11.63,0.65,0.23,1.05,0.63,3.17,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
69,2025-06-12T20:10:08.541860,10.31,0,2.47,14.49,0.94,0.34,0.74,6.67,1.89,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
70,2025-06-12T20:10:08.541868,13.49,0,4.55,9.18,0.52,0.64,1.9,11.06,2.05,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
71,2025-06-12T20:10:08.541876,13.88,0,0.47,4.18,0.69,0.61,0.11,10.8,3.06,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
72,2025-06-12T20:10:08.541887,11.96,0,12.63,19.87,0.45,0.63,2.15,0.23,3.9,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
73,2025-06-12T20:10:08.541895,10.16,0,5.28,13.18,0.13,0.02,0.01,0.38,1.8,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
74,2025-06-12T20:10:08.541904,11.63,0,1.12,19.55,0.89,0.6,1.42,3.24,1.52,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
75,2025-06-12T20:10:08.541912,12.02,0,3.53,18.73,0.17,0.39,0.99,12.51,3.05,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
76,2025-06-12T20:10:08.541920,12,0,3.79,4.23,0.42,0.46,2.27,0.89,3.16,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
77,2025-06-12T20:10:08.541928,10.7,0,4.68,6.62,0.86,0.42,0.12,12.3,3.43,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
78,2025-06-12T20:10:08.541937,11.68,0,11.03,16.73,0.06,0.05,1.52,8.11,2.56,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
79,2025-06-12T20:10:08.541945,10.04,0,9.08,5.39,0.72,0.08,1.42,9.66,1.28,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
80,2025-06-12T20:10:08.541953,13.24,0,2.01,2.19,0.33,0.57,0.36,0.01,3.19,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
81,2025-06-12T20:10:08.541969,10.72,0,3.02,4.39,0.23,0.17,1.52,2.22,2.87,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
82,2025-06-12T20:10:08.541978,11.64,0,2.03,6.4,0.81,0.64,0.03,10.17,2.41,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
83,2025-06-12T20:10:08.541986,11.92,0,7.55,7.33,0.54,0.03,1.54,10.53,3.01,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
84,2025-06-12T20:10:08.541996,12.43,0,12.17,18.85,0.47,0.63,1.17,5.07,3.01,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
85,2025-06-12T20:10:08.542004,10.95,0,8.66,7.58,0.72,0.52,0.15,11.23,3.2,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
86,2025-06-12T20:10:08.542014,11.05,0,12.83,4.56,0.31,0.06,0.03,9.68,1.07,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
87,2025-06-12T20:10:08.542022,14.57,0,11.1,12.7,0.93,0.03,1.28,6.21,2.91,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
88,2025-06-12T20:10:08.542030,12.31,0,7.97,3.38,0.25,0.69,1.18,1.24,1.5,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
89,2025-06-12T20:10:08.542038,11.13,0,9.08,10.07,0.05,0.55,0.46,9.13,2.4,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
90,2025-06-12T20:10:08.542046,10.86,0,10.4,6.07,0.11,0.34,0.88,5.92,2.15,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
91,2025-06-12T20:10:08.542054,10.08,0,12.78,10.52,0.02,0.19,1.1,6.43,3.42,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
92,2025-06-12T20:10:08.542064,14.69,0,7.2,16.15,0.08,0.17,0.85,9.42,1.24,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
93,2025-06-12T20:10:08.542073,13.81,0,7.04,1.26,0.87,0.08,2.48,5.62,3.18,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
94,2025-06-12T20:10:08.542082,14.11,0,5.61,17.97,0.03,0.68,1.02,1.88,2.13,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
95,2025-06-12T20:10:08.542090,11.59,0,7.87,4.76,0.27,0.05,2.02,12.29,2.97,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
96,2025-06-12T20:10:08.542098,10.26,0,6.63,12.93,0.67,0.16,0.37,4.72,2.96,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
97,2025-06-12T20:10:08.542109,11.28,0,5.29,0.46,0.01,0.53,0.03,9.37,3.76,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
98,2025-06-12T20:10:08.542119,11.33,0,10.86,8.12,0.03,0.6,0.66,14.23,2.53,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
99,2025-06-12T20:10:08.542128,11.09,0,13.41,6.22,0.68,0.1,1.15,1.39,1.14,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
100,2025-06-12T20:10:08.542138,11.46,0,5.16,12.51,0.06,0.3,1.03,12.19,2.89,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
101,2025-06-12T20:10:08.542147,10.95,0,6.24,5.43,0.81,0.07,0.32,10.23,3.21,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
102,2025-06-12T20:10:08.542156,13.84,0,2.52,3.7,0.6,0.06,1.7,12.63,1.4,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
103,2025-06-12T20:10:08.542166,10.78,0,9.98,14.32,0.37,0.04,1.06,14.93,1.51,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
104,2025-06-12T20:10:08.542173,10.66,0,3.33,11.5,0.98,0.55,0.7,9.13,2.59,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
105,2025-06-12T20:10:08.542182,14.6,0,4.39,9.02,0.93,0.12,0.53,5.99,1,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
106,2025-06-12T20:10:08.542190,14.94,0,7.89,1.52,0.29,0.08,1.93,3.18,3.24,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
107,2025-06-12T20:10:08.542198,10.3,0,1.4,4.61,0.13,0.42,0.18,8.81,1.23,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
108,2025-06-12T20:10:08.542207,13.62,0,4.83,1.21,0.61,0.26,1.77,0.46,2.31,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
109,2025-06-12T20:10:08.542215,10.12,0,6.89,12.92,0.04,0.11,2.49,7.1,2.14,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
110,2025-06-12T20:10:08.542224,12.33,0,6.31,15.12,0.71,0.19,1.21,1.18,1.05,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
111,2025-06-12T20:10:08.542232,10.47,0,8.43,13.88,0.48,0.37,2.16,3.07,2.76,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
112,2025-06-12T20:10:08.542241,14.55,0,4.64,10.13,0.61,0.34,0.28,6.4,3.43,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
113,2025-06-12T20:10:08.542251,10.02,0,8.78,1.11,0.07,0.53,0.77,10.9,1.6,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
114,2025-06-12T20:10:08.542259,14.28,0,12.36,13.5,0.79,0.02,1.94,13.5,2.72,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
115,2025-06-12T20:10:08.542268,12.19,0,0.81,2.9,0.21,0.15,2.02,13.24,3.96,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
116,2025-06-12T20:10:08.542276,14.78,0,5.29,1.85,0.66,0.67,0.78,8.32,1.93,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
117,2025-06-12T20:10:08.542284,13.03,0,7.16,8.96,0.06,0.18,0.12,7.77,2.44,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
118,2025-06-12T20:10:08.542292,12.02,0,5.89,1.23,0.67,0.63,0.88,3.35,3.87,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
119,2025-06-12T20:10:08.542300,13.22,0,4,3.2,0.01,0.51,1.06,4.46,2.36,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
120,2025-06-12T20:10:08.542308,11.36,0,10.47,11.1,0.85,0.41,1.88,3.33,2.22,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
121,2025-06-12T20:10:08.542316,13.17,0,12.87,16.36,0.56,0.69,0.2,1.27,2.17,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
122,2025-06-12T20:10:08.542325,11.64,0,7.86,17.72,0.35,0.25,0.67,4.72,2.05,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
123,2025-06-12T20:10:08.542334,13.17,0,9.14,17.11,0.57,0.46,0.91,2.54,3.02,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
124,2025-06-12T20:10:08.542343,13.31,0,14.11,8.01,0.76,0.05,2.19,0.69,3.19,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
125,2025-06-12T20:10:08.542351,14.83,0,6.05,10.46,0.35,0.5,0.24,1.37,1.19,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
126,2025-06-12T20:10:08.542359,11.13,0,3.55,12.25,0.32,0.37,1.88,13.8,2.7,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
127,2025-06-12T20:10:08.542367,10.77,0,11.18,19.86,0.22,0.41,0.75,6.11,2.52,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
128,2025-06-12T20:10:08.542375,11.31,0,13.72,6.87,0.53,0.32,0.77,1.48,2.39,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
129,2025-06-12T20:10:08.542385,10.65,0,4.71,9.07,0.09,0.32,1.24,0.44,2.89,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
130,2025-06-12T20:10:08.542394,10.7,0,3.21,17.61,0.42,0.34,1.57,4.26,3.85,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
131,2025-06-12T20:10:08.542402,13.98,0,12.35,15.09,0.34,0.32,0.13,0.68,3.59,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
132,2025-06-12T20:10:08.542412,10.79,0,7.79,14,0.27,0.6,0.93,10.9,2.09,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
133,2025-06-12T20:10:08.542421,14.41,0,1.73,14.9,0.56,0.49,0.66,11.3,3.11,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
134,2025-06-12T20:10:08.542429,11.01,0,2.5,13.83,0.92,0.54,1.29,2.12,3.33,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
135,2025-06-12T20:10:08.542437,10.15,0,5.03,5.96,0.18,0.62,1.81,4.62,2.41,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
136,2025-06-12T20:10:08.542445,14.49,0,9.96,8.1,0.24,0.39,1.56,13.13,1.82,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
137,2025-06-12T20:10:08.542453,11.37,0,14.35,8.98,0.58,0.48,1.14,10.17,3.38,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
138,2025-06-12T20:10:08.542461,14.34,0,7.23,8.59,0.68,0.68,2.23,2.5,1.99,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
139,2025-06-12T20:10:08.542469,12.17,0,9.64,13.59,0.21,0.66,1.49,6.15,1.38,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
140,2025-06-12T20:10:08.542477,14.7,0,5.04,0.59,0.86,0.38,0.82,5.88,3.14,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
141,2025-06-12T20:10:08.542485,12.92,0,11.78,7.65,0.49,0.15,0.98,3.78,2.71,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
142,2025-06-12T20:10:08.542495,12.19,0,7.18,14.86,0.95,0.46,0.76,1.52,3.72,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
143,2025-06-12T20:10:08.542504,12.76,0,1.44,14.19,0.75,0.25,1.84,0.25,2.32,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
144,2025-06-12T20:10:08.542512,11.29,0,13.09,10.42,0.75,0.35,2.02,0.58,2.13,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
145,2025-06-12T20:10:08.542520,12.03,0,6.14,11.7,0.87,0.21,0.62,6.9,2.08,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
146,2025-06-12T20:10:08.542529,12.47,0,13.34,2.12,0.74,0.03,1.68,4.55,2.83,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
147,2025-06-12T20:10:08.542537,12.67,0,5.44,18.19,0.99,0.48,0.31,0.11,2.66,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
148,2025-06-12T20:10:08.542545,12.14,0,12.95,2.45,0.28,0.61,2.05,12.61,1.99,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
149,2025-06-12T20:10:08.542563,13.87,0,8.08,3.25,0.59,0.29,1.39,5.13,3.03,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
150,2025-06-12T20:10:08.542574,10.6,0,7.51,15.59,0.68,0.25,0.42,7.87,3.84,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
151,2025-06-12T20:10:08.542582,12.06,0,3.63,15.24,0.37,0.51,0.36,3.05,2.49,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
152,2025-06-12T20:10:08.542593,10.5,0,11.92,3.96,0.7,0.52,0.94,14.57,3.35,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
153,2025-06-12T20:10:08.542602,14.74,0,11.54,4.52,0.96,0.67,1.25,6.64,1.56,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
154,2025-06-12T20:10:08.542610,11.8,0,6.21,14.89,0.28,0.47,1.76,12.42,1.83,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
155,2025-06-12T20:10:08.542619,12.04,0,11.27,9.42,0.89,0.53,1.39,6.01,3.37,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
156,2025-06-12T20:10:08.542627,11.89,0,3.59,4.08,0.48,0.54,2.37,13.81,3.83,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
157,2025-06-12T20:10:08.542637,11.49,0,5.6,2.85,0.73,0.06,1.27,13.78,1.42,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
158,2025-06-12T20:10:08.542646,12.37,0,3.61,7.59,0.95,0.55,2.36,6.97,1.44,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
159,2025-06-12T20:10:08.542654,13.86,0,7.16,9.74,0.43,0.09,1.24,4.24,3.97,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
160,2025-06-12T20:10:08.542661,13.01,0,11.4,14.8,0.66,0.66,0.3,4.82,2.19,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
161,2025-06-12T20:10:08.542670,10.46,0,4.89,11.09,0.6,0.22,1.67,12.51,2.92,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
162,2025-06-12T20:10:08.542680,13.55,0,3.49,9.82,0.4,0.29,1.18,13.86,3.72,Low,Low,Low,off,off,off,No signs of fatigue detected. No intervention required.
